tiporegistro,codformato,codcolumna,codcaptura,codsubcuenta,signo,valor,periodo
4,205,7,2,5,+,"2,401",06/30/2017 12:00:00 AM
4,205,7,3,5,+,"28,696",06/30/2017 12:00:00 AM
4,205,1,1,5,+,22,05/30/2017 12:00:00 AM
4,205,1,1,10,+,0,05/30/2017 12:00:00 AM
4,205,1,1,15,-,0,05/30/2017 12:00:00 AM
4,205,1,2,5,+,22,05/30/2017 12:00:00 AM
4,205,1,3,5,+,109,05/30/2017 12:00:00 AM
4,205,2,1,5,+,8,05/30/2017 12:00:00 AM
4,205,2,1,10,+,0,05/30/2017 12:00:00 AM
4,205,2,1,15,-,0,05/30/2017 12:00:00 AM
4,205,2,2,5,+,8,05/30/2017 12:00:00 AM
4,205,2,3,5,+,21,05/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,137",05/30/2017 12:00:00 AM
4,205,3,1,10,+,0,05/30/2017 12:00:00 AM
4,205,3,1,15,-,8,05/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,129",05/30/2017 12:00:00 AM
4,205,3,3,5,+,"10,144",05/30/2017 12:00:00 AM
4,205,4,1,5,+,650,05/30/2017 12:00:00 AM
4,205,4,1,10,+,1,05/30/2017 12:00:00 AM
4,205,4,1,15,-,2,05/30/2017 12:00:00 AM
4,205,4,2,5,+,649,05/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,186",05/30/2017 12:00:00 AM
4,205,5,1,5,+,89,05/30/2017 12:00:00 AM
4,205,5,1,10,+,0,05/30/2017 12:00:00 AM
4,205,5,1,20,+,1,05/30/2017 12:00:00 AM
4,205,5,1,25,-,0,05/30/2017 12:00:00 AM
4,205,5,2,5,+,90,05/30/2017 12:00:00 AM
4,205,5,3,5,+,415,05/30/2017 12:00:00 AM
4,205,6,1,5,+,501,05/30/2017 12:00:00 AM
4,205,6,1,10,+,0,05/30/2017 12:00:00 AM
4,205,6,1,20,+,2,05/30/2017 12:00:00 AM
4,205,6,1,25,-,1,05/30/2017 12:00:00 AM
4,205,6,2,5,+,502,05/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,148",05/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,407",05/30/2017 12:00:00 AM
4,205,7,1,10,+,1,05/30/2017 12:00:00 AM
4,205,7,1,15,-,10,05/30/2017 12:00:00 AM
4,205,7,1,20,+,3,05/30/2017 12:00:00 AM
4,205,7,1,25,-,1,05/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,400",05/30/2017 12:00:00 AM
4,205,7,3,5,+,"18,023",05/30/2017 12:00:00 AM
4,205,1,1,5,+,23,04/30/2017 12:00:00 AM
4,205,1,1,10,+,0,04/30/2017 12:00:00 AM
4,205,1,1,15,-,1,04/30/2017 12:00:00 AM
4,205,1,2,5,+,22,04/30/2017 12:00:00 AM
4,205,1,3,5,+,109,04/30/2017 12:00:00 AM
4,205,2,1,5,+,8,04/30/2017 12:00:00 AM
4,205,2,1,10,+,0,04/30/2017 12:00:00 AM
4,205,2,1,15,-,0,04/30/2017 12:00:00 AM
4,205,2,2,5,+,8,04/30/2017 12:00:00 AM
4,205,2,3,5,+,21,04/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,136",04/30/2017 12:00:00 AM
4,205,3,1,10,+,1,04/30/2017 12:00:00 AM
4,205,3,1,15,-,0,04/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,137",04/30/2017 12:00:00 AM
4,205,3,3,5,+,"10,200",04/30/2017 12:00:00 AM
4,205,4,1,5,+,648,04/30/2017 12:00:00 AM
4,205,4,1,10,+,2,04/30/2017 12:00:00 AM
4,205,4,1,15,-,0,04/30/2017 12:00:00 AM
4,205,4,2,5,+,650,04/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,184",04/30/2017 12:00:00 AM
4,205,5,1,5,+,89,04/30/2017 12:00:00 AM
4,205,5,1,10,+,0,04/30/2017 12:00:00 AM
4,205,5,1,20,+,0,04/30/2017 12:00:00 AM
4,205,5,1,25,-,0,04/30/2017 12:00:00 AM
4,205,5,2,5,+,89,04/30/2017 12:00:00 AM
4,205,5,3,5,+,410,04/30/2017 12:00:00 AM
4,205,6,1,5,+,501,04/30/2017 12:00:00 AM
4,205,6,1,10,+,0,04/30/2017 12:00:00 AM
4,205,6,1,20,+,0,04/30/2017 12:00:00 AM
4,205,6,1,25,-,3,04/30/2017 12:00:00 AM
4,205,6,2,5,+,501,04/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,156",04/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,405",04/30/2017 12:00:00 AM
4,205,7,1,10,+,3,04/30/2017 12:00:00 AM
4,205,7,1,15,-,1,04/30/2017 12:00:00 AM
4,205,7,1,20,+,0,04/30/2017 12:00:00 AM
4,205,7,1,25,-,0,04/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,407",04/30/2017 12:00:00 AM
4,205,7,3,5,+,"18,080",04/30/2017 12:00:00 AM
4,205,1,1,10,+,0,03/30/2017 12:00:00 AM
4,205,1,1,15,-,0,03/30/2017 12:00:00 AM
4,205,1,2,5,+,23,03/30/2017 12:00:00 AM
4,205,1,3,5,+,114,03/30/2017 12:00:00 AM
4,205,2,1,5,+,8,03/30/2017 12:00:00 AM
4,205,2,1,10,+,0,03/30/2017 12:00:00 AM
4,205,2,1,15,-,0,03/30/2017 12:00:00 AM
4,205,2,2,5,+,8,03/30/2017 12:00:00 AM
4,205,2,3,5,+,21,03/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,137",03/30/2017 12:00:00 AM
4,205,3,1,10,+,1,03/30/2017 12:00:00 AM
4,205,3,1,15,-,2,03/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,136",03/30/2017 12:00:00 AM
4,205,3,3,5,+,"10,195",03/30/2017 12:00:00 AM
4,205,4,1,5,+,649,03/30/2017 12:00:00 AM
4,205,4,1,10,+,0,03/30/2017 12:00:00 AM
4,205,4,1,15,-,1,03/30/2017 12:00:00 AM
4,205,4,2,5,+,648,03/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,180",03/30/2017 12:00:00 AM
4,205,5,1,5,+,89,03/30/2017 12:00:00 AM
4,205,5,1,10,+,0,03/30/2017 12:00:00 AM
4,205,5,1,20,+,1,03/30/2017 12:00:00 AM
4,205,5,1,25,-,1,03/30/2017 12:00:00 AM
4,205,5,2,5,+,89,03/30/2017 12:00:00 AM
4,205,5,3,5,+,414,03/30/2017 12:00:00 AM
4,205,6,1,5,+,502,03/30/2017 12:00:00 AM
4,205,6,1,10,+,0,03/30/2017 12:00:00 AM
4,205,6,1,20,+,1,03/30/2017 12:00:00 AM
4,205,6,1,25,-,2,03/30/2017 12:00:00 AM
4,205,6,2,5,+,501,03/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,159",03/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,408",03/30/2017 12:00:00 AM
4,205,7,1,10,+,1,03/30/2017 12:00:00 AM
4,205,7,1,15,-,3,03/30/2017 12:00:00 AM
4,205,7,1,20,+,2,03/30/2017 12:00:00 AM
4,205,7,1,25,-,3,03/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,405",03/30/2017 12:00:00 AM
4,205,7,3,5,+,"18,083",03/31/2017 12:00:00 AM
4,205,1,1,5,+,23,02/28/2017 12:00:00 AM
4,205,1,1,10,+,0,02/28/2017 12:00:00 AM
4,205,1,1,15,-,0,02/28/2017 12:00:00 AM
4,205,1,2,5,+,23,02/28/2017 12:00:00 AM
4,205,1,3,5,+,113,02/28/2017 12:00:00 AM
4,205,2,1,5,+,8,02/28/2017 12:00:00 AM
4,205,2,1,10,+,0,02/28/2017 12:00:00 AM
4,205,2,1,15,-,0,02/28/2017 12:00:00 AM
4,205,2,2,5,+,8,02/28/2017 12:00:00 AM
4,205,2,3,5,+,21,02/28/2017 12:00:00 AM
4,205,3,1,5,+,"1,138",02/28/2017 12:00:00 AM
4,205,3,1,10,+,1,02/28/2017 12:00:00 AM
4,205,3,1,15,-,2,02/28/2017 12:00:00 AM
4,205,3,2,5,+,"1,137",02/28/2017 12:00:00 AM
4,205,3,3,5,+,"10,130",02/28/2017 12:00:00 AM
4,205,4,1,5,+,649,02/28/2017 12:00:00 AM
4,205,4,1,10,+,1,02/28/2017 12:00:00 AM
4,205,4,1,15,-,1,02/28/2017 12:00:00 AM
4,205,4,2,5,+,649,02/28/2017 12:00:00 AM
4,205,4,3,5,+,"3,176",02/28/2017 12:00:00 AM
4,205,5,1,5,+,88,02/28/2017 12:00:00 AM
4,205,5,1,10,+,0,02/28/2017 12:00:00 AM
4,205,5,1,20,+,1,02/28/2017 12:00:00 AM
4,205,5,1,25,-,0,02/28/2017 12:00:00 AM
4,205,5,2,5,+,89,02/28/2017 12:00:00 AM
4,205,5,3,5,+,777,02/28/2017 12:00:00 AM
4,205,6,1,5,+,505,02/28/2017 12:00:00 AM
4,205,6,1,10,+,0,02/28/2017 12:00:00 AM
4,205,6,1,20,+,0,02/28/2017 12:00:00 AM
4,205,6,1,25,-,3,02/28/2017 12:00:00 AM
4,205,6,2,5,+,502,02/28/2017 12:00:00 AM
4,205,6,3,5,+,"4,160",02/28/2017 12:00:00 AM
4,205,7,1,5,+,"2,411",02/28/2017 12:00:00 AM
4,205,7,1,10,+,2,02/28/2017 12:00:00 AM
4,205,7,1,15,-,3,02/28/2017 12:00:00 AM
4,205,7,1,20,+,1,02/28/2017 12:00:00 AM
4,205,7,1,25,-,3,02/28/2017 12:00:00 AM
4,205,7,2,5,+,"2,408",02/28/2017 12:00:00 AM
4,205,7,3,5,+,"18,015",02/28/2017 12:00:00 AM
4,205,1,1,5,+,23,01/30/2017 12:00:00 AM
4,205,1,1,10,+,0,01/30/2017 12:00:00 AM
4,205,1,1,15,-,0,01/30/2017 12:00:00 AM
4,205,1,2,5,+,23,01/30/2017 12:00:00 AM
4,205,1,3,5,+,113,01/30/2017 12:00:00 AM
4,205,2,1,5,+,8,01/30/2017 12:00:00 AM
4,205,2,1,10,+,0,01/30/2017 12:00:00 AM
4,205,2,1,15,-,0,01/30/2017 12:00:00 AM
4,205,2,2,5,+,8,01/30/2017 12:00:00 AM
4,205,2,3,5,+,21,01/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,142",01/30/2017 12:00:00 AM
4,205,3,1,10,+,1,01/30/2017 12:00:00 AM
4,205,3,1,15,-,5,01/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,138",01/30/2017 12:00:00 AM
4,205,3,3,5,+,"10,140",01/30/2017 12:00:00 AM
4,205,4,1,5,+,650,01/30/2017 12:00:00 AM
4,205,4,1,10,+,0,01/30/2017 12:00:00 AM
4,205,4,1,15,-,1,01/30/2017 12:00:00 AM
4,205,4,2,5,+,649,01/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,176",01/30/2017 12:00:00 AM
4,205,5,1,5,+,87,01/30/2017 12:00:00 AM
4,205,5,1,10,+,0,01/30/2017 12:00:00 AM
4,205,5,1,20,+,1,01/30/2017 12:00:00 AM
4,205,5,1,25,-,0,01/30/2017 12:00:00 AM
4,205,5,2,5,+,88,01/30/2017 12:00:00 AM
4,205,5,3,5,+,412,01/30/2017 12:00:00 AM
4,205,6,1,5,+,503,01/30/2017 12:00:00 AM
4,205,6,1,10,+,0,01/30/2017 12:00:00 AM
4,205,6,1,20,+,4,01/30/2017 12:00:00 AM
4,205,6,1,25,-,2,01/30/2017 12:00:00 AM
4,205,6,2,5,+,505,01/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,178",01/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,413",01/30/2017 12:00:00 AM
4,205,7,1,10,+,1,01/30/2017 12:00:00 AM
4,205,7,1,15,-,6,01/30/2017 12:00:00 AM
4,205,7,1,20,+,5,01/30/2017 12:00:00 AM
4,205,7,1,25,-,2,01/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,411",01/30/2017 12:00:00 AM
4,205,7,3,5,+,"18,040",01/30/2017 12:00:00 AM
4,205,1,1,5,+,24,12/30/2016 12:00:00 AM
4,205,1,1,10,+,0,12/30/2016 12:00:00 AM
4,205,1,1,15,-,1,12/30/2016 12:00:00 AM
4,205,1,2,5,+,23,12/30/2016 12:00:00 AM
4,205,1,3,5,+,213,12/30/2016 12:00:00 AM
4,205,2,1,5,+,8,12/30/2016 12:00:00 AM
4,205,2,1,10,+,0,12/30/2016 12:00:00 AM
4,205,2,1,15,-,0,12/30/2016 12:00:00 AM
4,205,2,2,5,+,8,12/30/2016 12:00:00 AM
4,205,2,3,5,+,40,12/30/2016 12:00:00 AM
4,205,3,1,5,+,"1,143",12/30/2016 12:00:00 AM
4,205,3,1,10,+,1,12/30/2016 12:00:00 AM
4,205,3,1,15,+,2,12/30/2016 12:00:00 AM
4,205,3,2,5,+,"1,142",12/30/2016 12:00:00 AM
4,205,3,3,5,+,"19,281",12/30/2016 12:00:00 AM
4,205,4,1,5,+,650,12/30/2016 12:00:00 AM
4,205,4,1,10,+,1,12/30/2016 12:00:00 AM
4,205,4,1,15,-,0,12/30/2016 12:00:00 AM
4,205,4,2,5,+,650,12/30/2016 12:00:00 AM
4,205,4,3,5,+,"6,009",12/30/2016 12:00:00 AM
4,205,5,1,5,+,88,12/30/2016 12:00:00 AM
4,205,5,1,10,+,0,12/30/2016 12:00:00 AM
4,205,5,1,20,+,0,12/30/2016 12:00:00 AM
4,205,5,1,25,-,1,12/30/2016 12:00:00 AM
4,205,5,2,5,+,87,12/30/2016 12:00:00 AM
4,205,5,3,5,+,777,12/30/2016 12:00:00 AM
4,205,6,1,5,+,503,12/30/2016 12:00:00 AM
4,205,6,1,10,+,0,12/30/2016 12:00:00 AM
4,205,6,1,20,+,1,12/30/2016 12:00:00 AM
4,205,6,1,25,-,1,12/30/2016 12:00:00 AM
4,205,6,2,5,+,503,12/30/2016 12:00:00 AM
4,205,6,3,5,+,"7,891",12/30/2016 12:00:00 AM
4,205,7,1,5,+,"2,416",12/30/2016 12:00:00 AM
4,205,7,1,10,+,1,12/30/2016 12:00:00 AM
4,205,7,1,15,-,3,12/30/2016 12:00:00 AM
4,205,7,1,20,+,1,12/30/2016 12:00:00 AM
4,205,7,1,25,-,2,12/30/2016 12:00:00 AM
4,205,7,2,5,+,"2,413",12/30/2016 12:00:00 AM
4,205,7,3,5,+,"34,211",12/30/2016 12:00:00 AM
4,205,1,1,5,+,24,11/30/2016 12:00:00 AM
4,205,1,1,10,+,0,11/30/2016 12:00:00 AM
4,205,1,1,15,-,0,11/30/2016 12:00:00 AM
4,205,1,2,5,+,24,11/30/2016 12:00:00 AM
4,205,1,3,5,+,109,11/30/2016 12:00:00 AM
4,205,2,1,5,+,8,11/30/2016 12:00:00 AM
4,205,2,1,10,+,0,11/30/2016 12:00:00 AM
4,205,2,1,15,-,0,11/30/2016 12:00:00 AM
4,205,2,2,5,+,8,11/30/2016 12:00:00 AM
4,205,2,3,5,+,20,11/30/2016 12:00:00 AM
4,205,3,1,5,+,"1,143",11/30/2016 12:00:00 AM
4,205,3,1,10,+,1,11/30/2016 12:00:00 AM
4,205,3,1,15,+,1,11/30/2016 12:00:00 AM
4,205,3,2,5,+,"1,143",11/30/2016 12:00:00 AM
4,205,3,3,5,+,"9,652",11/30/2016 12:00:00 AM
4,205,4,1,5,+,649,11/30/2016 12:00:00 AM
4,205,4,1,10,+,1,11/30/2016 12:00:00 AM
4,205,4,1,15,-,0,11/30/2016 12:00:00 AM
4,205,4,2,5,+,650,11/30/2016 12:00:00 AM
4,205,4,3,5,+,"3,005",11/30/2016 12:00:00 AM
4,205,5,1,5,+,87,11/30/2016 12:00:00 AM
4,205,5,1,10,+,0,11/30/2016 12:00:00 AM
4,205,5,1,20,+,0,11/30/2016 12:00:00 AM
4,205,5,1,25,-,1,11/30/2016 12:00:00 AM
4,205,5,2,5,+,88,11/30/2016 12:00:00 AM
4,205,5,3,5,+,389,11/30/2016 12:00:00 AM
4,205,6,1,5,+,503,11/30/2016 12:00:00 AM
4,205,6,1,10,+,0,11/30/2016 12:00:00 AM
4,205,6,1,20,+,3,11/30/2016 12:00:00 AM
4,205,6,1,25,-,3,11/30/2016 12:00:00 AM
4,205,6,2,5,+,503,11/30/2016 12:00:00 AM
4,205,6,3,5,+,"3,949",11/30/2016 12:00:00 AM
4,205,7,1,5,+,"2,414",11/30/2016 12:00:00 AM
4,205,7,1,10,+,2,11/30/2016 12:00:00 AM
4,205,7,1,15,-,1,11/30/2016 12:00:00 AM
4,205,7,1,20,+,4,11/30/2016 12:00:00 AM
4,205,7,1,25,-,3,11/30/2016 12:00:00 AM
4,205,7,2,5,+,"2,416",11/30/2016 12:00:00 AM
4,205,7,3,5,+,"17,124",11/30/2016 12:00:00 AM
4,205,1,1,5,+,24,10/30/2016 12:00:00 AM
4,205,1,1,10,+,1,10/30/2016 12:00:00 AM
4,205,1,1,15,-,0,10/30/2016 12:00:00 AM
4,205,1,2,5,+,25,10/30/2016 12:00:00 AM
4,205,1,3,5,+,110,10/30/2016 12:00:00 AM
4,205,2,1,5,+,8,10/30/2016 12:00:00 AM
4,205,2,1,10,+,0,10/30/2016 12:00:00 AM
4,205,2,1,15,-,0,10/30/2016 12:00:00 AM
4,205,2,2,5,+,8,10/30/2016 12:00:00 AM
4,205,2,3,5,+,20,10/30/2016 12:00:00 AM
4,205,3,1,5,+,"1,144",10/30/2016 12:00:00 AM
4,205,3,1,10,+,1,10/30/2016 12:00:00 AM
4,205,3,1,15,+,2,10/30/2016 12:00:00 AM
4,205,3,2,5,+,"1,143",10/30/2016 12:00:00 AM
4,205,3,3,5,+,"9,685",10/30/2016 12:00:00 AM
4,205,4,1,5,+,647,10/30/2016 12:00:00 AM
4,205,4,1,10,+,0,10/30/2016 12:00:00 AM
4,205,4,1,15,-,0,10/30/2016 12:00:00 AM
4,205,4,2,5,+,647,10/30/2016 12:00:00 AM
4,205,4,3,5,+,"2,980",10/30/2016 12:00:00 AM
4,205,5,1,5,+,88,10/30/2016 12:00:00 AM
4,205,5,1,10,+,0,10/30/2016 12:00:00 AM
4,205,5,1,20,+,0,10/30/2016 12:00:00 AM
4,205,5,1,25,-,1,10/30/2016 12:00:00 AM
4,205,5,2,5,+,87,10/30/2016 12:00:00 AM
4,205,5,3,5,+,383,10/30/2016 12:00:00 AM
4,205,6,1,5,+,498,10/30/2016 12:00:00 AM
4,205,6,1,10,+,0,10/30/2016 12:00:00 AM
4,205,6,1,20,+,4,10/30/2016 12:00:00 AM
4,205,6,1,25,-,2,10/30/2016 12:00:00 AM
4,205,6,2,5,+,500,10/30/2016 12:00:00 AM
4,205,6,3,5,+,"3,987",10/30/2016 12:00:00 AM
4,205,7,1,5,+,"2,409",10/30/2016 12:00:00 AM
4,205,7,1,10,+,2,10/30/2016 12:00:00 AM
4,205,7,1,15,-,2,10/30/2016 12:00:00 AM
4,205,7,1,20,+,4,10/30/2016 12:00:00 AM
4,205,7,1,25,-,3,10/30/2016 12:00:00 AM
4,205,7,2,5,+,"2,410",10/30/2016 12:00:00 AM
4,205,7,3,5,+,"17,165",10/30/2016 12:00:00 AM
4,205,1,1,5,+,24,09/30/2016 12:00:00 AM
4,205,1,1,10,+,1,09/30/2016 12:00:00 AM
4,205,1,1,15,-,0,09/30/2016 12:00:00 AM
4,205,1,2,5,+,25,09/30/2016 12:00:00 AM
4,205,1,3,5,+,110,09/30/2016 12:00:00 AM
4,205,2,1,5,+,8,09/30/2016 12:00:00 AM
4,205,2,1,10,+,0,09/30/2016 12:00:00 AM
4,205,2,1,15,-,0,09/30/2016 12:00:00 AM
4,205,2,2,5,+,8,09/30/2016 12:00:00 AM
4,205,2,3,5,+,20,09/30/2016 12:00:00 AM
4,205,3,1,5,+,"1,144",09/30/2016 12:00:00 AM
4,205,3,1,10,+,1,09/30/2016 12:00:00 AM
4,205,3,1,15,+,2,09/30/2016 12:00:00 AM
4,205,3,2,5,+,"1,143",09/30/2016 12:00:00 AM
4,205,3,3,5,+,"9,685",09/30/2016 12:00:00 AM
4,205,4,1,5,+,647,09/30/2016 12:00:00 AM
4,205,4,1,10,+,0,09/30/2016 12:00:00 AM
4,205,4,1,15,-,0,09/30/2016 12:00:00 AM
4,205,4,2,5,+,647,09/30/2016 12:00:00 AM
4,205,4,3,5,+,"2,980",09/30/2016 12:00:00 AM
4,205,5,1,5,+,88,09/30/2016 12:00:00 AM
4,205,5,1,10,+,0,09/30/2016 12:00:00 AM
4,205,5,1,20,+,0,09/30/2016 12:00:00 AM
4,205,5,1,25,-,1,09/30/2016 12:00:00 AM
4,205,5,2,5,+,87,09/30/2016 12:00:00 AM
4,205,5,3,5,+,383,09/30/2016 12:00:00 AM
4,205,6,1,5,+,498,09/30/2016 12:00:00 AM
4,205,6,1,10,+,0,09/30/2016 12:00:00 AM
4,205,6,1,20,+,4,09/30/2016 12:00:00 AM
4,205,6,1,25,-,2,09/30/2016 12:00:00 AM
4,205,6,2,5,+,500,09/30/2016 12:00:00 AM
4,205,6,3,5,+,"3,987",09/30/2016 12:00:00 AM
4,205,7,1,5,+,"2,409",09/30/2016 12:00:00 AM
4,205,7,1,10,+,2,09/30/2016 12:00:00 AM
4,205,7,1,15,-,2,09/30/2016 12:00:00 AM
4,205,7,1,20,+,4,09/30/2016 12:00:00 AM
4,205,7,1,25,-,3,09/30/2016 12:00:00 AM
4,205,7,2,5,+,"2,410",09/30/2016 12:00:00 AM
4,205,7,3,5,+,"17,165",09/30/2016 12:00:00 AM
4,205,1,1,5,+,24,08/30/2016 12:00:00 AM
4,205,1,1,10,+,0,08/30/2016 12:00:00 AM
4,205,1,1,15,-,0,08/30/2016 12:00:00 AM
4,205,1,2,5,+,24,08/30/2016 12:00:00 AM
4,205,1,3,5,+,109,08/30/2016 12:00:00 AM
4,205,2,1,5,+,8,08/30/2016 12:00:00 AM
4,205,2,1,10,+,0,08/30/2016 12:00:00 AM
4,205,2,1,15,-,0,08/30/2016 12:00:00 AM
4,205,2,2,5,+,8,08/30/2016 12:00:00 AM
4,205,2,3,5,+,20,08/30/2016 12:00:00 AM
4,205,3,1,5,+,"1,147",08/30/2016 12:00:00 AM
4,205,3,1,10,+,1,08/30/2016 12:00:00 AM
4,205,3,1,15,-,4,08/30/2016 12:00:00 AM
4,205,3,2,5,+,"1,144",08/30/2016 12:00:00 AM
4,205,3,3,5,+,"9,715",08/30/2016 12:00:00 AM
4,205,4,1,5,+,648,08/30/2016 12:00:00 AM
4,205,4,1,10,+,1,08/30/2016 12:00:00 AM
4,205,4,1,15,-,2,08/30/2016 12:00:00 AM
4,205,4,2,5,+,647,08/30/2016 12:00:00 AM
4,205,4,3,5,+,"2,974",08/30/2016 12:00:00 AM
4,205,5,1,5,+,89,08/30/2016 12:00:00 AM
4,205,5,1,10,+,0,08/30/2016 12:00:00 AM
4,205,5,1,20,+,0,08/30/2016 12:00:00 AM
4,205,5,1,25,-,1,08/30/2016 12:00:00 AM
4,205,5,2,5,+,88,08/30/2016 12:00:00 AM
4,205,5,3,5,+,400,08/30/2016 12:00:00 AM
4,205,6,1,5,+,493,08/30/2016 12:00:00 AM
4,205,6,1,10,+,0,08/30/2016 12:00:00 AM
4,205,6,1,20,+,7,08/30/2016 12:00:00 AM
4,205,6,1,25,-,2,08/30/2016 12:00:00 AM
4,205,6,2,5,+,498,08/30/2016 12:00:00 AM
4,205,6,3,5,+,"3,957",08/30/2016 12:00:00 AM
4,205,7,1,5,+,"2,409",08/30/2016 12:00:00 AM
4,205,7,1,10,+,2,08/30/2016 12:00:00 AM
4,205,7,1,15,-,6,08/30/2016 12:00:00 AM
4,205,7,1,20,+,7,08/30/2016 12:00:00 AM
4,205,7,1,25,-,3,08/30/2016 12:00:00 AM
4,205,7,2,5,+,"2,409",08/30/2016 12:00:00 AM
4,205,7,3,5,+,"17,175",08/30/2016 12:00:00 AM
4,205,1,1,5,+,25,07/30/2016 12:00:00 AM
4,205,1,1,10,+,0,07/30/2016 12:00:00 AM
4,205,1,1,15,-,1,07/30/2016 12:00:00 AM
4,205,1,2,5,+,24,07/30/2016 12:00:00 AM
4,205,1,3,5,+,109,07/30/2016 12:00:00 AM
4,205,2,1,5,+,8,07/30/2016 12:00:00 AM
4,205,2,1,10,+,0,07/30/2016 12:00:00 AM
4,205,2,1,15,-,0,07/30/2016 12:00:00 AM
4,205,2,2,5,+,8,07/30/2016 12:00:00 AM
4,205,2,3,5,+,20,07/30/2016 12:00:00 AM
4,205,3,1,5,+,"1,148",07/30/2016 12:00:00 AM
4,205,3,1,10,+,0,07/30/2016 12:00:00 AM
