tiporegistro,codformato,codcolumna,codcaptura,codsubcuenta,signo,valor,periodo
4,205,5,3,5,+,366,09/30/2015 12:00:00 AM
4,205,6,1,5,+,483,09/30/2015 12:00:00 AM
4,205,6,1,10,+,0,09/30/2015 12:00:00 AM
4,205,6,1,20,+,1,09/30/2015 12:00:00 AM
4,205,6,1,25,-,1,09/30/2015 12:00:00 AM
4,205,6,2,5,+,483,09/30/2015 12:00:00 AM
4,205,6,3,5,+,"3,723",09/30/2015 12:00:00 AM
4,205,7,1,5,+,"2,404",09/30/2015 12:00:00 AM
4,205,7,1,10,+,6,09/30/2015 12:00:00 AM
4,205,7,1,15,-,4,09/30/2015 12:00:00 AM
4,205,7,1,20,+,1,09/30/2015 12:00:00 AM
4,205,7,1,25,-,2,09/30/2015 12:00:00 AM
4,205,7,2,5,+,"2,405",09/30/2015 12:00:00 AM
4,205,7,3,5,+,"16,222",09/30/2015 12:00:00 AM
4,205,1,1,5,+,26,08/30/2015 12:00:00 AM
4,205,1,1,10,+,0,08/30/2015 12:00:00 AM
4,205,1,1,15,-,0,08/30/2015 12:00:00 AM
4,205,1,2,5,+,26,08/30/2015 12:00:00 AM
4,205,1,3,5,+,111,08/30/2015 12:00:00 AM
4,205,2,1,5,+,9,08/30/2015 12:00:00 AM
4,205,2,1,10,+,0,08/30/2015 12:00:00 AM
4,205,2,1,15,-,0,08/30/2015 12:00:00 AM
4,205,2,2,5,+,9,08/30/2015 12:00:00 AM
4,205,2,3,5,+,25,08/30/2015 12:00:00 AM
4,205,3,1,5,+,"1,159",08/30/2015 12:00:00 AM
4,205,3,1,10,+,3,08/30/2015 12:00:00 AM
4,205,3,1,15,-,8,08/30/2015 12:00:00 AM
4,205,3,2,5,+,"1,154",08/30/2015 12:00:00 AM
4,205,3,3,5,+,"9,251",08/30/2015 12:00:00 AM
4,205,4,1,5,+,646,08/30/2015 12:00:00 AM
4,205,4,1,10,+,1,08/30/2015 12:00:00 AM
4,205,4,1,15,-,3,08/30/2015 12:00:00 AM
4,205,4,2,5,+,644,08/30/2015 12:00:00 AM
4,205,4,3,5,+,"2,753",08/30/2015 12:00:00 AM
4,205,5,1,5,+,88,08/30/2015 12:00:00 AM
4,205,5,1,10,+,0,08/30/2015 12:00:00 AM
4,205,5,1,20,+,1,08/30/2015 12:00:00 AM
4,205,5,1,25,-,1,08/30/2015 12:00:00 AM
4,205,5,2,5,+,88,08/30/2015 12:00:00 AM
4,205,5,3,5,+,374,08/30/2015 12:00:00 AM
4,205,6,1,5,+,483,08/30/2015 12:00:00 AM
4,205,6,1,10,+,0,08/30/2015 12:00:00 AM
4,205,6,1,20,+,2,08/30/2015 12:00:00 AM
4,205,6,1,25,-,2,08/30/2015 12:00:00 AM
4,205,6,2,5,+,483,08/30/2015 12:00:00 AM
4,205,6,3,5,+,"3,728",08/30/2015 12:00:00 AM
4,205,7,1,5,+,"2,411",08/30/2015 12:00:00 AM
4,205,7,1,10,+,4,08/30/2015 12:00:00 AM
4,205,7,1,15,-,11,08/30/2015 12:00:00 AM
4,205,7,1,20,+,3,08/30/2015 12:00:00 AM
4,205,7,1,25,-,3,08/30/2015 12:00:00 AM
4,205,7,2,5,+,"2,404",08/30/2015 12:00:00 AM
4,205,7,3,5,+,"16,242",08/30/2015 12:00:00 AM
4,205,1,1,5,+,26,07/30/2015 12:00:00 AM
4,205,1,1,10,+,0,07/30/2015 12:00:00 AM
4,205,1,1,15,-,0,07/30/2015 12:00:00 AM
4,205,1,2,5,+,26,07/30/2015 12:00:00 AM
4,205,1,3,5,+,111,07/30/2015 12:00:00 AM
4,205,2,1,5,+,9,07/30/2015 12:00:00 AM
4,205,2,1,10,+,0,07/30/2015 12:00:00 AM
4,205,2,1,15,-,0,07/30/2015 12:00:00 AM
4,205,2,2,5,+,9,07/30/2015 12:00:00 AM
4,205,2,3,5,+,25,07/30/2015 12:00:00 AM
4,205,3,1,5,+,"1,160",07/30/2015 12:00:00 AM
4,205,3,1,10,+,2,07/30/2015 12:00:00 AM
4,205,3,1,15,-,3,07/30/2015 12:00:00 AM
4,205,3,2,5,+,"1,159",07/30/2015 12:00:00 AM
4,205,3,3,5,+,"9,257",07/30/2015 12:00:00 AM
4,205,4,1,5,+,642,07/30/2015 12:00:00 AM
4,205,4,1,10,+,4,07/30/2015 12:00:00 AM
4,205,4,1,15,-,0,07/30/2015 12:00:00 AM
4,205,4,2,5,+,646,07/30/2015 12:00:00 AM
4,205,4,3,5,+,"2,762",07/30/2015 12:00:00 AM
4,205,5,1,5,+,87,07/30/2015 12:00:00 AM
4,205,5,1,10,+,0,07/30/2015 12:00:00 AM
4,205,5,1,20,+,1,07/30/2015 12:00:00 AM
4,205,5,1,25,-,0,07/30/2015 12:00:00 AM
4,205,5,2,5,+,88,07/30/2015 12:00:00 AM
4,205,5,3,5,+,365,07/30/2015 12:00:00 AM
4,205,6,1,5,+,483,07/30/2015 12:00:00 AM
4,205,6,1,10,+,0,07/30/2015 12:00:00 AM
4,205,6,1,20,+,1,07/30/2015 12:00:00 AM
4,205,6,1,25,-,1,07/30/2015 12:00:00 AM
4,205,6,2,5,+,483,07/30/2015 12:00:00 AM
4,205,6,3,5,+,"3,759",07/30/2015 12:00:00 AM
4,205,7,1,5,+,"2,407",07/30/2015 12:00:00 AM
4,205,7,1,10,+,6,07/30/2015 12:00:00 AM
4,205,7,1,15,-,3,07/30/2015 12:00:00 AM
4,205,7,1,20,+,2,07/30/2015 12:00:00 AM
4,205,7,1,25,-,1,07/30/2015 12:00:00 AM
4,205,7,2,5,+,"2,411",07/30/2015 12:00:00 AM
4,205,7,3,5,+,"16,279",07/30/2015 12:00:00 AM
4,205,1,1,5,+,26,06/30/2015 12:00:00 AM
4,205,1,1,10,+,0,06/30/2015 12:00:00 AM
4,205,1,1,15,-,0,06/30/2015 12:00:00 AM
4,205,1,2,5,+,26,06/30/2015 12:00:00 AM
4,205,1,3,5,+,187,06/30/2015 12:00:00 AM
4,205,2,1,5,+,9,06/30/2015 12:00:00 AM
4,205,2,1,10,+,0,06/30/2015 12:00:00 AM
4,205,2,1,15,-,0,06/30/2015 12:00:00 AM
4,205,2,2,5,+,9,06/30/2015 12:00:00 AM
4,205,2,3,5,+,46,06/30/2015 12:00:00 AM
4,205,3,1,5,+,"1,162",06/30/2015 12:00:00 AM
4,205,3,1,10,+,2,06/30/2015 12:00:00 AM
4,205,3,1,15,-,4,06/30/2015 12:00:00 AM
4,205,3,2,5,+,"1,160",06/30/2015 12:00:00 AM
4,205,3,3,5,+,"14,604",06/30/2015 12:00:00 AM
4,205,4,1,5,+,641,06/30/2015 12:00:00 AM
4,205,4,1,10,+,2,06/30/2015 12:00:00 AM
4,205,4,1,15,-,1,06/30/2015 12:00:00 AM
4,205,4,2,5,+,642,06/30/2015 12:00:00 AM
4,205,4,3,5,+,"4,238",06/30/2015 12:00:00 AM
4,205,5,1,5,+,87,06/30/2015 12:00:00 AM
4,205,5,1,10,+,0,06/30/2015 12:00:00 AM
4,205,5,1,20,+,1,06/30/2015 12:00:00 AM
4,205,5,1,25,-,1,06/30/2015 12:00:00 AM
4,205,5,2,5,+,87,06/30/2015 12:00:00 AM
4,205,5,3,5,+,610,06/30/2015 12:00:00 AM
4,205,6,1,5,+,483,06/30/2015 12:00:00 AM
4,205,6,1,10,+,0,06/30/2015 12:00:00 AM
4,205,6,1,20,+,2,06/30/2015 12:00:00 AM
4,205,6,1,25,-,2,06/30/2015 12:00:00 AM
4,205,6,2,5,+,483,06/30/2015 12:00:00 AM
4,205,6,3,5,+,"6,429",06/30/2015 12:00:00 AM
4,205,7,1,5,+,"2,408",06/30/2015 12:00:00 AM
4,205,7,1,10,+,4,06/30/2015 12:00:00 AM
4,205,7,1,15,-,5,06/30/2015 12:00:00 AM
4,205,7,1,20,+,3,06/30/2015 12:00:00 AM
4,205,7,1,25,-,3,06/30/2015 12:00:00 AM
4,205,7,2,5,+,"2,407",06/30/2015 12:00:00 AM
4,205,7,3,5,+,"26,114",06/30/2015 12:00:00 AM
4,205,1,1,5,+,26,05/30/2015 12:00:00 AM
4,205,1,1,10,+,0,05/30/2015 12:00:00 AM
4,205,1,1,15,-,0,05/30/2015 12:00:00 AM
4,205,1,2,5,+,26,05/30/2015 12:00:00 AM
4,205,1,3,5,+,111,05/30/2015 12:00:00 AM
4,205,2,1,5,+,9,05/30/2015 12:00:00 AM
4,205,2,1,10,+,0,05/30/2015 12:00:00 AM
4,205,2,1,15,-,0,05/30/2015 12:00:00 AM
4,205,2,2,5,+,9,05/30/2015 12:00:00 AM
4,205,2,3,5,+,26,05/30/2015 12:00:00 AM
4,205,3,1,5,+,"1,166",05/30/2015 12:00:00 AM
4,205,3,1,10,+,2,05/30/2015 12:00:00 AM
4,205,3,1,15,-,6,05/30/2015 12:00:00 AM
4,205,3,2,5,+,"1,162",05/30/2015 12:00:00 AM
4,205,3,3,5,+,"9,325",05/30/2015 12:00:00 AM
4,205,4,1,5,+,640,05/30/2015 12:00:00 AM
4,205,4,1,10,+,1,05/30/2015 12:00:00 AM
4,205,4,1,15,-,0,05/30/2015 12:00:00 AM
4,205,4,2,5,+,641,05/30/2015 12:00:00 AM
4,205,4,3,5,+,"2,741",05/30/2015 12:00:00 AM
4,205,5,1,5,+,86,05/30/2015 12:00:00 AM
4,205,5,1,10,+,0,05/30/2015 12:00:00 AM
4,205,5,1,20,+,3,05/30/2015 12:00:00 AM
4,205,5,1,25,-,2,05/30/2015 12:00:00 AM
4,205,5,2,5,+,87,05/30/2015 12:00:00 AM
4,205,5,3,5,+,362,05/30/2015 12:00:00 AM
4,205,6,1,5,+,485,05/30/2015 12:00:00 AM
4,205,6,1,10,+,0,05/30/2015 12:00:00 AM
4,205,6,1,20,+,0,05/30/2015 12:00:00 AM
4,205,6,1,25,-,2,05/30/2015 12:00:00 AM
4,205,6,2,5,+,483,05/30/2015 12:00:00 AM
4,205,6,3,5,+,"3,764",05/30/2015 12:00:00 AM
4,205,7,1,5,+,"2,412",05/30/2015 12:00:00 AM
4,205,7,1,10,+,3,05/30/2015 12:00:00 AM
4,205,7,1,15,-,6,05/30/2015 12:00:00 AM
4,205,7,1,20,+,3,05/30/2015 12:00:00 AM
4,205,7,1,25,-,4,05/30/2015 12:00:00 AM
4,205,7,2,5,+,"2,408",05/30/2015 12:00:00 AM
4,205,7,3,5,+,"16,329",05/30/2015 12:00:00 AM
4,205,1,1,5,+,26,04/30/2015 12:00:00 AM
4,205,1,1,10,+,0,04/30/2015 12:00:00 AM
4,205,1,1,15,-,0,04/30/2015 12:00:00 AM
4,205,1,2,5,+,26,04/30/2015 12:00:00 AM
4,205,1,3,5,+,111,04/30/2015 12:00:00 AM
4,205,2,1,5,+,9,04/30/2015 12:00:00 AM
4,205,2,1,10,+,0,04/30/2015 12:00:00 AM
4,205,2,1,15,-,0,04/30/2015 12:00:00 AM
4,205,2,2,5,+,9,04/30/2015 12:00:00 AM
4,205,2,3,5,+,26,04/30/2015 12:00:00 AM
4,205,3,1,5,+,"1,165",04/30/2015 12:00:00 AM
4,205,3,1,10,+,2,04/30/2015 12:00:00 AM
4,205,3,1,15,-,1,04/30/2015 12:00:00 AM
4,205,3,2,5,+,"1,166",04/30/2015 12:00:00 AM
4,205,3,3,5,+,"9,359",04/30/2015 12:00:00 AM
4,205,4,1,5,+,638,04/30/2015 12:00:00 AM
4,205,4,1,10,+,4,04/30/2015 12:00:00 AM
4,205,4,1,15,-,2,04/30/2015 12:00:00 AM
4,205,4,2,5,+,640,04/30/2015 12:00:00 AM
4,205,4,3,5,+,"2,735",04/30/2015 12:00:00 AM
4,205,5,1,5,+,86,04/30/2015 12:00:00 AM
4,205,5,1,10,+,0,04/30/2015 12:00:00 AM
4,205,5,1,20,+,0,04/30/2015 12:00:00 AM
4,205,5,1,25,-,0,04/30/2015 12:00:00 AM
4,205,5,2,5,+,86,04/30/2015 12:00:00 AM
4,205,5,3,5,+,364,04/30/2015 12:00:00 AM
4,205,6,1,5,+,482,04/30/2015 12:00:00 AM
4,205,6,1,10,+,4,04/30/2015 12:00:00 AM
4,205,6,1,20,+,1,04/30/2015 12:00:00 AM
4,205,6,1,25,-,2,04/30/2015 12:00:00 AM
4,205,6,2,5,+,485,04/30/2015 12:00:00 AM
4,205,6,3,5,+,"3,787",04/30/2015 12:00:00 AM
4,205,7,1,5,+,"2,406",04/30/2015 12:00:00 AM
4,205,7,1,10,+,10,04/30/2015 12:00:00 AM
4,205,7,1,15,-,3,04/30/2015 12:00:00 AM
4,205,7,1,20,+,1,04/30/2015 12:00:00 AM
4,205,7,1,25,-,2,04/30/2015 12:00:00 AM
4,205,7,2,5,+,"2,412",04/30/2015 12:00:00 AM
4,205,7,3,5,+,"16,382",04/30/2015 12:00:00 AM
4,205,1,1,5,+,26,03/30/2015 12:00:00 AM
4,205,1,1,10,+,0,03/30/2015 12:00:00 AM
4,205,1,1,15,-,0,03/30/2015 12:00:00 AM
4,205,1,2,5,+,26,03/30/2015 12:00:00 AM
4,205,1,3,5,+,111,03/30/2015 12:00:00 AM
4,205,2,1,5,+,9,03/30/2015 12:00:00 AM
4,205,2,1,10,+,0,03/30/2015 12:00:00 AM
4,205,2,1,15,-,0,03/30/2015 12:00:00 AM
4,205,2,2,5,+,9,03/30/2015 12:00:00 AM
4,205,2,3,5,+,26,03/30/2015 12:00:00 AM
4,205,3,1,5,+,"1,165",03/30/2015 12:00:00 AM
4,205,3,1,10,+,4,03/30/2015 12:00:00 AM
4,205,3,1,15,-,4,03/30/2015 12:00:00 AM
4,205,3,2,5,+,"1,165",03/30/2015 12:00:00 AM
4,205,3,3,5,+,"9,322",03/30/2015 12:00:00 AM
4,205,4,1,5,+,635,03/30/2015 12:00:00 AM
4,205,4,1,10,+,3,03/30/2015 12:00:00 AM
4,205,4,1,15,-,2,03/30/2015 12:00:00 AM
4,205,4,2,5,+,636,03/30/2015 12:00:00 AM
4,205,4,3,5,+,"2,716",03/30/2015 12:00:00 AM
4,205,5,1,5,+,86,03/30/2015 12:00:00 AM
4,205,5,1,10,+,0,03/30/2015 12:00:00 AM
4,205,5,1,20,+,0,03/30/2015 12:00:00 AM
4,205,5,1,25,-,0,03/30/2015 12:00:00 AM
4,205,5,2,5,+,86,03/30/2015 12:00:00 AM
4,205,5,3,5,+,374,03/30/2015 12:00:00 AM
4,205,6,1,5,+,478,03/30/2015 12:00:00 AM
4,205,6,1,10,+,0,03/30/2015 12:00:00 AM
4,205,6,1,20,+,4,03/30/2015 12:00:00 AM
4,205,6,1,25,-,0,03/30/2015 12:00:00 AM
4,205,6,2,5,+,482,03/30/2015 12:00:00 AM
4,205,6,3,5,+,"3,715",03/30/2015 12:00:00 AM
4,205,7,1,5,+,"2,399",03/30/2015 12:00:00 AM
4,205,7,1,10,+,7,03/30/2015 12:00:00 AM
4,205,7,1,15,-,4,03/30/2015 12:00:00 AM
4,205,7,1,20,+,4,03/30/2015 12:00:00 AM
4,205,7,1,25,-,0,03/30/2015 12:00:00 AM
4,205,7,2,5,+,"2,406",03/30/2015 12:00:00 AM
4,205,7,3,5,+,"16,264",03/30/2015 12:00:00 AM
4,205,1,1,5,+,26,02/28/2015 12:00:00 AM
4,205,1,1,10,+,0,02/28/2015 12:00:00 AM
4,205,1,1,15,-,0,02/28/2015 12:00:00 AM
4,205,1,2,5,+,26,02/28/2015 12:00:00 AM
4,205,1,3,5,+,111,02/28/2015 12:00:00 AM
4,205,2,1,5,+,9,02/28/2015 12:00:00 AM
4,205,2,1,10,+,0,02/28/2015 12:00:00 AM
4,205,2,1,15,-,0,02/28/2015 12:00:00 AM
4,205,2,2,5,+,9,02/28/2015 12:00:00 AM
4,205,2,3,5,+,26,02/28/2015 12:00:00 AM
4,205,3,1,5,+,"1,166",02/28/2015 12:00:00 AM
4,205,3,1,10,+,1,02/28/2015 12:00:00 AM
4,205,3,1,15,-,2,02/28/2015 12:00:00 AM
4,205,3,2,5,+,"1,165",02/28/2015 12:00:00 AM
4,205,3,3,5,+,"9,321",02/28/2015 12:00:00 AM
4,205,4,1,5,+,632,02/28/2015 12:00:00 AM
4,205,4,1,10,+,3,02/28/2015 12:00:00 AM
4,205,4,1,15,-,0,02/28/2015 12:00:00 AM
4,205,4,2,5,+,635,02/28/2015 12:00:00 AM
4,205,4,3,5,+,"2,707",02/28/2015 12:00:00 AM
4,205,5,1,5,+,88,02/28/2015 12:00:00 AM
4,205,5,1,10,+,0,02/28/2015 12:00:00 AM
4,205,5,1,20,+,0,02/28/2015 12:00:00 AM
4,205,5,1,25,-,2,02/28/2015 12:00:00 AM
4,205,5,2,5,+,86,02/28/2015 12:00:00 AM
4,205,5,3,5,+,373,02/28/2015 12:00:00 AM
4,205,6,1,5,+,480,02/28/2015 12:00:00 AM
4,205,6,1,10,+,0,02/28/2015 12:00:00 AM
4,205,6,1,20,+,0,02/28/2015 12:00:00 AM
4,205,6,1,25,-,2,02/28/2015 12:00:00 AM
4,205,6,2,5,+,478,02/28/2015 12:00:00 AM
4,205,6,3,5,+,"3,682",02/28/2015 12:00:00 AM
4,205,7,1,5,+,"3,978",02/28/2015 12:00:00 AM
4,205,7,1,10,+,11,02/28/2015 12:00:00 AM
4,205,7,1,15,-,4,02/28/2015 12:00:00 AM
4,205,7,1,20,+,0,02/28/2015 12:00:00 AM
4,205,7,1,25,-,6,02/28/2015 12:00:00 AM
4,205,7,2,5,+,"3,979",02/28/2015 12:00:00 AM
4,205,7,3,5,+,"12,947",02/28/2015 12:00:00 AM
4,205,1,1,5,+,25,01/30/2015 12:00:00 AM
4,205,1,1,10,+,1,01/30/2015 12:00:00 AM
4,205,1,1,15,-,0,01/30/2015 12:00:00 AM
4,205,1,2,5,+,26,01/30/2015 12:00:00 AM
4,205,1,3,5,+,111,01/30/2015 12:00:00 AM
4,205,2,1,5,+,9,01/30/2015 12:00:00 AM
4,205,2,1,10,+,1,01/30/2015 12:00:00 AM
4,205,2,1,15,-,1,01/30/2015 12:00:00 AM
4,205,2,2,5,+,9,01/30/2015 12:00:00 AM
4,205,2,3,5,+,26,01/30/2015 12:00:00 AM
4,205,3,1,5,+,"1,167",01/30/2015 12:00:00 AM
4,205,3,1,10,+,5,01/30/2015 12:00:00 AM
4,205,3,1,15,-,6,01/30/2015 12:00:00 AM
4,205,3,2,5,+,"1,166",01/30/2015 12:00:00 AM
4,205,3,3,5,+,"9,322",01/30/2015 12:00:00 AM
4,205,4,1,5,+,631,01/30/2015 12:00:00 AM
4,205,4,1,10,+,3,01/30/2015 12:00:00 AM
4,205,4,1,15,-,2,01/30/2015 12:00:00 AM
4,205,4,2,5,+,632,01/30/2015 12:00:00 AM
4,205,4,3,5,+,"2,697",01/30/2015 12:00:00 AM
4,205,5,1,5,+,88,01/30/2015 12:00:00 AM
4,205,5,1,10,+,0,01/30/2015 12:00:00 AM
4,205,5,1,20,+,1,01/30/2015 12:00:00 AM
4,205,5,1,25,-,1,01/30/2015 12:00:00 AM
4,205,5,2,5,+,88,01/30/2015 12:00:00 AM
4,205,5,3,5,+,382,01/30/2015 12:00:00 AM
4,205,6,1,5,+,481,01/30/2015 12:00:00 AM
4,205,6,1,10,+,0,01/30/2015 12:00:00 AM
4,205,6,1,20,+,2,01/30/2015 12:00:00 AM
4,205,6,1,25,-,3,01/30/2015 12:00:00 AM
4,205,6,2,5,+,480,01/30/2015 12:00:00 AM
4,205,6,3,5,+,"3,700",01/30/2015 12:00:00 AM
4,205,7,1,5,+,"2,401",01/30/2015 12:00:00 AM
4,205,7,1,10,+,10,01/30/2015 12:00:00 AM
4,205,7,1,15,-,9,01/30/2015 12:00:00 AM
4,205,7,1,20,+,3,01/30/2015 12:00:00 AM
4,205,7,1,25,-,4,01/30/2015 12:00:00 AM
4,205,7,2,5,+,"2,401",01/30/2015 12:00:00 AM
4,205,7,3,5,+,"16,238",01/30/2015 12:00:00 AM
4,205,1,1,5,+,27,06/30/2014 12:00:00 AM
4,205,1,1,10,+,0,06/30/2014 12:00:00 AM
4,205,1,1,15,-,2,06/30/2014 12:00:00 AM
4,205,1,2,5,+,25,06/30/2014 12:00:00 AM
4,205,1,3,5,+,178,06/30/2014 12:00:00 AM
4,205,2,1,5,+,9,06/30/2014 12:00:00 AM
4,205,2,1,10,+,0,06/30/2014 12:00:00 AM
4,205,2,1,15,-,0,06/30/2014 12:00:00 AM
4,205,2,2,5,+,9,06/30/2014 12:00:00 AM
4,205,2,3,5,+,49,06/30/2014 12:00:00 AM
4,205,3,1,5,+,"1,142",06/30/2014 12:00:00 AM
4,205,3,1,10,+,4,06/30/2014 12:00:00 AM
4,205,3,1,15,+,4,06/30/2014 12:00:00 AM
4,205,3,2,5,+,"1,142",06/30/2014 12:00:00 AM
4,205,3,3,5,+,"14,089",06/30/2014 12:00:00 AM
4,205,4,1,5,+,604,06/30/2014 12:00:00 AM
4,205,4,1,10,+,2,06/30/2014 12:00:00 AM
4,205,4,1,15,-,0,06/30/2014 12:00:00 AM
4,205,4,2,5,+,606,06/30/2014 12:00:00 AM
4,205,4,3,5,+,"3,796",06/30/2014 12:00:00 AM
4,205,5,1,5,+,86,06/30/2014 12:00:00 AM
4,205,5,1,10,+,0,06/30/2014 12:00:00 AM
4,205,5,1,20,+,0,06/30/2014 12:00:00 AM
4,205,5,1,25,-,0,06/30/2014 12:00:00 AM
4,205,5,2,5,+,86,06/30/2014 12:00:00 AM
4,205,5,3,5,+,566,06/30/2014 12:00:00 AM
4,205,6,1,5,+,471,06/30/2014 12:00:00 AM
4,205,6,1,10,+,0,06/30/2014 12:00:00 AM
4,205,6,1,20,+,4,06/30/2014 12:00:00 AM
4,205,6,1,25,-,0,06/30/2014 12:00:00 AM
4,205,6,2,5,+,475,06/30/2014 12:00:00 AM
4,205,6,3,5,+,"6,076",06/30/2014 12:00:00 AM
4,205,7,1,5,+,"2,339",06/30/2014 12:00:00 AM
4,205,7,1,10,+,6,06/30/2014 12:00:00 AM
4,205,7,1,15,-,6,06/30/2014 12:00:00 AM
4,205,7,1,20,+,4,06/30/2014 12:00:00 AM
4,205,7,1,25,-,0,06/30/2014 12:00:00 AM
4,205,7,2,5,+,"2,343",06/30/2014 12:00:00 AM
4,205,7,3,5,+,"24,754",06/30/2014 12:00:00 AM
4,205,1,1,5,+,25,07/30/2014 12:00:00 AM
4,205,1,1,10,+,0,07/30/2014 12:00:00 AM
4,205,1,1,15,-,0,07/30/2014 12:00:00 AM
4,205,1,2,5,+,25,07/30/2014 12:00:00 AM
4,205,1,3,5,+,105,07/30/2014 12:00:00 AM
4,205,2,1,5,+,9,07/30/2014 12:00:00 AM
4,205,2,1,10,+,0,07/30/2014 12:00:00 AM
4,205,2,1,15,-,0,07/30/2014 12:00:00 AM
4,205,2,2,5,+,9,07/30/2014 12:00:00 AM
4,205,2,3,5,+,26,07/30/2014 12:00:00 AM
4,205,3,1,5,+,"1,142",07/30/2014 12:00:00 AM
4,205,3,1,10,+,2,07/30/2014 12:00:00 AM
4,205,3,1,15,+,2,07/30/2014 12:00:00 AM
4,205,3,2,5,+,"1,142",07/30/2014 12:00:00 AM
4,205,3,3,5,+,"8,801",07/30/2014 12:00:00 AM
4,205,4,1,5,+,606,07/30/2014 12:00:00 AM
4,205,4,1,10,+,1,07/30/2014 12:00:00 AM
4,205,4,1,15,-,0,07/30/2014 12:00:00 AM
4,205,4,2,5,+,607,07/30/2014 12:00:00 AM
4,205,4,3,5,+,"2,394",07/30/2014 12:00:00 AM
4,205,5,1,5,+,86,07/30/2014 12:00:00 AM
4,205,5,1,10,+,0,07/30/2014 12:00:00 AM
4,205,5,1,20,+,1,07/30/2014 12:00:00 AM
4,205,5,1,25,-,0,07/30/2014 12:00:00 AM
4,205,5,2,5,+,87,07/30/2014 12:00:00 AM
4,205,5,3,5,+,348,07/30/2014 12:00:00 AM
4,205,6,1,5,+,475,07/30/2014 12:00:00 AM
4,205,6,1,10,+,0,07/30/2014 12:00:00 AM
4,205,6,1,20,+,1,07/30/2014 12:00:00 AM
4,205,6,1,25,-,3,07/30/2014 12:00:00 AM
4,205,6,2,5,+,473,07/30/2014 12:00:00 AM
4,205,6,3,5,+,"3,548",07/30/2014 12:00:00 AM
4,205,7,1,5,+,"2,343",07/30/2014 12:00:00 AM
4,205,7,1,10,+,3,07/30/2014 12:00:00 AM
4,205,7,1,15,-,2,07/30/2014 12:00:00 AM
4,205,7,1,20,+,2,07/30/2014 12:00:00 AM
4,205,7,1,25,-,3,07/30/2014 12:00:00 AM
4,205,7,2,5,+,"2,343",07/30/2014 12:00:00 AM
4,205,7,3,5,+,"15,222",07/30/2014 12:00:00 AM
